,LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate,County Name,State,Employment Rate
857,CN1913900000000,19,139,2015,"22,214","21,364",850,3.8,Muscatine County,IA,96.2
858,CN1914100000000,19,141,2015,"8,432","8,196",236,2.8,O'Brien County,IA,97.2
859,CN1914300000000,19,143,2015,"3,545","3,445",100,2.8,Osceola County,IA,97.2
860,CN1914500000000,19,145,2015,"6,570","6,301",269,4.1,Page County,IA,95.9
861,CN1914700000000,19,147,2015,"4,865","4,716",149,3.1,Palo Alto County,IA,96.9
862,CN1914900000000,19,149,2015,"14,793","14,380",413,2.8,Plymouth County,IA,97.2
863,CN1915100000000,19,151,2015,"4,311","4,181",130,3,Pocahontas County,IA,97
864,CN1915300000000,19,153,2015,"255,669","246,352","9,317",3.6,Polk County,IA,96.4
865,CN1915500000000,19,155,2015,"49,001","47,227","1,774",3.6,Pottawattamie County,IA,96.4
866,CN1915700000000,19,157,2015,"10,510","10,134",376,3.6,Poweshiek County,IA,96.4
867,CN1915900000000,19,159,2015,"2,567","2,482",85,3.3,Ringgold County,IA,96.7
868,CN1916100000000,19,161,2015,"5,642","5,456",186,3.3,Sac County,IA,96.7
869,CN1916300000000,19,163,2015,"87,907","83,842","4,065",4.6,Scott County,IA,95.4
870,CN1916500000000,19,165,2015,"7,020","6,821",199,2.8,Shelby County,IA,97.2
871,CN1916700000000,19,167,2015,"20,763","20,258",505,2.4,Sioux County,IA,97.6
872,CN1916900000000,19,169,2015,"57,440","56,019","1,421",2.5,Story County,IA,97.5
873,CN1917100000000,19,171,2015,"9,668","9,251",417,4.3,Tama County,IA,95.7
874,CN1917300000000,19,173,2015,"3,240","3,138",102,3.1,Taylor County,IA,96.9
875,CN1917500000000,19,175,2015,"6,576","6,304",272,4.1,Union County,IA,95.9
876,CN1917700000000,19,177,2015,"3,841","3,687",154,4,Van Buren County,IA,96
877,CN1917900000000,19,179,2015,"18,008","17,090",918,5.1,Wapello County,IA,94.9
878,CN1918100000000,19,181,2015,"26,711","25,805",906,3.4,Warren County,IA,96.6
879,CN1918300000000,19,183,2015,"12,392","12,009",383,3.1,Washington County,IA,96.9
880,CN1918500000000,19,185,2015,"2,850","2,739",111,3.9,Wayne County,IA,96.1
881,CN1918700000000,19,187,2015,"20,353","19,483",870,4.3,Webster County,IA,95.7
882,CN1918900000000,19,189,2015,"5,170","4,967",203,3.9,Winnebago County,IA,96.1
883,CN1919100000000,19,191,2015,"12,229","11,785",444,3.6,Winneshiek County,IA,96.4
884,CN1919300000000,19,193,2015,"56,200","54,099","2,101",3.7,Woodbury County,IA,96.3
885,CN1919500000000,19,195,2015,"4,228","4,061",167,3.9,Worth County,IA,96.1
886,CN1919700000000,19,197,2015,"6,908","6,641",267,3.9,Wright County,IA,96.1
887,CN2000100000000,20,1,2015,"6,623","6,284",339,5.1,Allen County,KS,94.9
888,CN2000300000000,20,3,2015,"4,144","3,945",199,4.8,Anderson County,KS,95.2
889,CN2000500000000,20,5,2015,"7,490","7,031",459,6.1,Atchison County,KS,93.9
890,CN2000700000000,20,7,2015,"2,669","2,556",113,4.2,Barber County,KS,95.8
891,CN2000900000000,20,9,2015,"14,629","14,013",616,4.2,Barton County,KS,95.8
892,CN2001100000000,20,11,2015,"7,138","6,796",342,4.8,Bourbon County,KS,95.2
893,CN2001300000000,20,13,2015,"5,370","5,156",214,4,Brown County,KS,96
894,CN2001500000000,20,15,2015,"32,119","30,752","1,367",4.3,Butler County,KS,95.7
895,CN2001700000000,20,17,2015,"1,255","1,210",45,3.6,Chase County,KS,96.4
896,CN2001900000000,20,19,2015,"1,556","1,467",89,5.7,Chautauqua County,KS,94.3
897,CN2002100000000,20,21,2015,"10,441","9,978",463,4.4,Cherokee County,KS,95.6
898,CN2002300000000,20,23,2015,"1,361","1,324",37,2.7,Cheyenne County,KS,97.3
899,CN2002500000000,20,25,2015,"1,162","1,134",28,2.4,Clark County,KS,97.6
900,CN2002700000000,20,27,2015,"4,128","3,951",177,4.3,Clay County,KS,95.7
901,CN2002900000000,20,29,2015,"4,323","4,159",164,3.8,Cloud County,KS,96.2
902,CN2003100000000,20,31,2015,"4,753","4,482",271,5.7,Coffey County,KS,94.3
903,CN2003300000000,20,33,2015,994,961,33,3.3,Comanche County,KS,96.7
904,CN2003500000000,20,35,2015,"17,088","16,307",781,4.6,Cowley County,KS,95.4
905,CN2003700000000,20,37,2015,"18,978","18,012",966,5.1,Crawford County,KS,94.9
906,CN2003900000000,20,39,2015,"1,354","1,305",49,3.6,Decatur County,KS,96.4
907,CN2004100000000,20,41,2015,"9,545","9,052",493,5.2,Dickinson County,KS,94.8
908,CN2004300000000,20,43,2015,"4,330","4,143",187,4.3,Doniphan County,KS,95.7
909,CN2004500000000,20,45,2015,"64,936","62,542","2,394",3.7,Douglas County,KS,96.3
910,CN2004700000000,20,47,2015,"1,754","1,701",53,3,Edwards County,KS,97
911,CN2004900000000,20,49,2015,"1,283","1,222",61,4.8,Elk County,KS,95.2
912,CN2005100000000,20,51,2015,"17,569","17,044",525,3,Ellis County,KS,97
913,CN2005300000000,20,53,2015,"2,946","2,838",108,3.7,Ellsworth County,KS,96.3
914,CN2005500000000,20,55,2015,"20,184","19,473",711,3.5,Finney County,KS,96.5
915,CN2005700000000,20,57,2015,"18,110","17,495",615,3.4,Ford County,KS,96.6
916,CN2005900000000,20,59,2015,"14,139","13,493",646,4.6,Franklin County,KS,95.4
917,CN2006100000000,20,61,2015,"12,142","11,391",751,6.2,Geary County,KS,93.8
918,CN2006300000000,20,63,2015,"1,490","1,453",37,2.5,Gove County,KS,97.5
919,CN2006500000000,20,65,2015,"1,276","1,225",51,4,Graham County,KS,96
920,CN2006700000000,20,67,2015,"3,913","3,773",140,3.6,Grant County,KS,96.4
921,CN2006900000000,20,69,2015,"3,610","3,527",83,2.3,Gray County,KS,97.7
922,CN2007100000000,20,71,2015,937,917,20,2.1,Greeley County,KS,97.9
923,CN2007300000000,20,73,2015,"3,298","3,147",151,4.6,Greenwood County,KS,95.4
924,CN2007500000000,20,75,2015,"1,657","1,624",33,2,Hamilton County,KS,98
925,CN2007700000000,20,77,2015,"2,863","2,752",111,3.9,Harper County,KS,96.1
926,CN2007900000000,20,79,2015,"17,254","16,582",672,3.9,Harvey County,KS,96.1
927,CN2008100000000,20,81,2015,"2,365","2,306",59,2.5,Haskell County,KS,97.5
928,CN2008300000000,20,83,2015,"1,030",998,32,3.1,Hodgeman County,KS,96.9
929,CN2008500000000,20,85,2015,"7,259","6,990",269,3.7,Jackson County,KS,96.3
930,CN2008700000000,20,87,2015,"10,214","9,787",427,4.2,Jefferson County,KS,95.8
931,CN2008900000000,20,89,2015,"1,378","1,318",60,4.4,Jewell County,KS,95.6
932,CN2009100000000,20,91,2015,"325,565","314,557","11,008",3.4,Johnson County,KS,96.6
933,CN2009300000000,20,93,2015,"2,154","2,086",68,3.2,Kearny County,KS,96.8
934,CN2009500000000,20,95,2015,"3,659","3,500",159,4.3,Kingman County,KS,95.7
935,CN2009700000000,20,97,2015,"1,452","1,409",43,3,Kiowa County,KS,97
936,CN2009900000000,20,99,2015,"10,782","10,164",618,5.7,Labette County,KS,94.3
937,CN2010100000000,20,101,2015,880,851,29,3.3,Lane County,KS,96.7
938,CN2010300000000,20,103,2015,"35,366","33,776","1,590",4.5,Leavenworth County,KS,95.5
939,CN2010500000000,20,105,2015,"1,802","1,740",62,3.4,Lincoln County,KS,96.6
940,CN2010700000000,20,107,2015,"4,340","4,062",278,6.4,Linn County,KS,93.6
941,CN2010900000000,20,109,2015,"1,760","1,717",43,2.4,Logan County,KS,97.6
942,CN2011100000000,20,111,2015,"16,682","15,966",716,4.3,Lyon County,KS,95.7
943,CN2011300000000,20,113,2015,"17,228","16,714",514,3,McPherson County,KS,97
944,CN2011500000000,20,115,2015,"6,178","5,945",233,3.8,Marion County,KS,96.2
945,CN2011700000000,20,117,2015,"5,751","5,583",168,2.9,Marshall County,KS,97.1
946,CN2011900000000,20,119,2015,"2,425","2,353",72,3,Meade County,KS,97
947,CN2012100000000,20,121,2015,"16,802","16,075",727,4.3,Miami County,KS,95.7
948,CN2012300000000,20,123,2015,"3,785","3,660",125,3.3,Mitchell County,KS,96.7
949,CN2012500000000,20,125,2015,"16,619","15,548","1,071",6.4,Montgomery County,KS,93.6
950,CN2012700000000,20,127,2015,"3,112","2,979",133,4.3,Morris County,KS,95.7
951,CN2012900000000,20,129,2015,"1,439","1,379",60,4.2,Morton County,KS,95.8
952,CN2013100000000,20,131,2015,"5,955","5,803",152,2.6,Nemaha County,KS,97.4
953,CN2013300000000,20,133,2015,"6,285","5,818",467,7.4,Neosho County,KS,92.6
954,CN2013500000000,20,135,2015,"1,542","1,491",51,3.3,Ness County,KS,96.7
955,CN2013700000000,20,137,2015,"2,957","2,884",73,2.5,Norton County,KS,97.5
956,CN2013900000000,20,139,2015,"8,078","7,676",402,5,Osage County,KS,95
957,CN2014100000000,20,141,2015,"2,096","2,023",73,3.5,Osborne County,KS,96.5
958,CN2014300000000,20,143,2015,"3,238","3,116",122,3.8,Ottawa County,KS,96.2
959,CN2014500000000,20,145,2015,"3,316","3,193",123,3.7,Pawnee County,KS,96.3
960,CN2014700000000,20,147,2015,"2,962","2,867",95,3.2,Phillips County,KS,96.8
961,CN2014900000000,20,149,2015,"11,987","11,550",437,3.6,Pottawatomie County,KS,96.4
962,CN2015100000000,20,151,2015,"5,305","5,091",214,4,Pratt County,KS,96
963,CN2015300000000,20,153,2015,"1,539","1,504",35,2.3,Rawlins County,KS,97.7
964,CN2015500000000,20,155,2015,"30,925","29,594","1,331",4.3,Reno County,KS,95.7
965,CN2015700000000,20,157,2015,"2,597","2,526",71,2.7,Republic County,KS,97.3
966,CN2015900000000,20,159,2015,"5,492","5,285",207,3.8,Rice County,KS,96.2
967,CN2016100000000,20,161,2015,"35,727","34,508","1,219",3.4,Riley County,KS,96.6
968,CN2016300000000,20,163,2015,"2,817","2,688",129,4.6,Rooks County,KS,95.4
969,CN2016500000000,20,165,2015,"1,800","1,737",63,3.5,Rush County,KS,96.5
970,CN2016700000000,20,167,2015,"3,744","3,604",140,3.7,Russell County,KS,96.3
971,CN2016900000000,20,169,2015,"30,954","29,791","1,163",3.8,Saline County,KS,96.2
972,CN2017100000000,20,171,2015,"2,893","2,813",80,2.8,Scott County,KS,97.2
973,CN2017300000000,20,173,2015,"247,439","235,654","11,785",4.8,Sedgwick County,KS,95.2
974,CN2017500000000,20,175,2015,"10,651","10,193",458,4.3,Seward County,KS,95.7
975,CN2017700000000,20,177,2015,"91,478","87,603","3,875",4.2,Shawnee County,KS,95.8
976,CN2017900000000,20,179,2015,"1,486","1,453",33,2.2,Sheridan County,KS,97.8
977,CN2018100000000,20,181,2015,"3,099","3,009",90,2.9,Sherman County,KS,97.1
978,CN2018300000000,20,183,2015,"2,099","2,018",81,3.9,Smith County,KS,96.1
979,CN2018500000000,20,185,2015,"2,189","2,101",88,4,Stafford County,KS,96
980,CN2018700000000,20,187,2015,"1,064","1,032",32,3,Stanton County,KS,97
981,CN2018900000000,20,189,2015,"3,187","3,068",119,3.7,Stevens County,KS,96.3
982,CN2019100000000,20,191,2015,"11,109","10,615",494,4.4,Sumner County,KS,95.6
983,CN2019300000000,20,193,2015,"4,427","4,310",117,2.6,Thomas County,KS,97.4
984,CN2019500000000,20,195,2015,"1,513","1,460",53,3.5,Trego County,KS,96.5
985,CN2019700000000,20,197,2015,"3,742","3,598",144,3.8,Wabaunsee County,KS,96.2
986,CN2019900000000,20,199,2015,879,855,24,2.7,Wallace County,KS,97.3
987,CN2020100000000,20,201,2015,"3,137","3,039",98,3.1,Washington County,KS,96.9
988,CN2020300000000,20,203,2015,"1,258","1,221",37,2.9,Wichita County,KS,97.1
989,CN2020500000000,20,205,2015,"4,019","3,755",264,6.6,Wilson County,KS,93.4
990,CN2020700000000,20,207,2015,"1,615","1,534",81,5,Woodson County,KS,95
991,CN2020900000000,20,209,2015,"76,349","71,773","4,576",6,Wyandotte County,KS,94
992,CN2100100000000,21,1,2015,"7,219","6,707",512,7.1,Adair County,KY,92.9
993,CN2100300000000,21,3,2015,"8,668","8,250",418,4.8,Allen County,KY,95.2
994,CN2100500000000,21,5,2015,"11,339","10,877",462,4.1,Anderson County,KY,95.9
995,CN2100700000000,21,7,2015,"3,600","3,355",245,6.8,Ballard County,KY,93.2
996,CN2100900000000,21,9,2015,"18,429","17,486",943,5.1,Barren County,KY,94.9
997,CN2101100000000,21,11,2015,"4,684","4,327",357,7.6,Bath County,KY,92.4
998,CN2101300000000,21,13,2015,"8,719","7,979",740,8.5,Bell County,KY,91.5
999,CN2101500000000,21,15,2015,"65,619","62,983","2,636",4,Boone County,KY,96
1000,CN2101700000000,21,17,2015,"9,742","9,288",454,4.7,Bourbon County,KY,95.3
1001,CN2101900000000,21,19,2015,"18,300","17,058","1,242",6.8,Boyd County,KY,93.2
1002,CN2102100000000,21,21,2015,"12,015","11,358",657,5.5,Boyle County,KY,94.5
1003,CN2102300000000,21,23,2015,"3,723","3,492",231,6.2,Bracken County,KY,93.8
1004,CN2102500000000,21,25,2015,"3,814","3,443",371,9.7,Breathitt County,KY,90.3
1005,CN2102700000000,21,27,2015,"7,651","7,185",466,6.1,Breckinridge County,KY,93.9
1006,CN2102900000000,21,29,2015,"39,420","37,652","1,768",4.5,Bullitt County,KY,95.5
1007,CN2103100000000,21,31,2015,"5,092","4,795",297,5.8,Butler County,KY,94.2
1008,CN2103300000000,21,33,2015,"5,299","5,006",293,5.5,Caldwell County,KY,94.5
1009,CN2103500000000,21,35,2015,"18,544","17,693",851,4.6,Calloway County,KY,95.4
1010,CN2103700000000,21,37,2015,"47,793","45,840","1,953",4.1,Campbell County,KY,95.9
1011,CN2103900000000,21,39,2015,"2,226","2,096",130,5.8,Carlisle County,KY,94.2
1012,CN2104100000000,21,41,2015,"5,007","4,733",274,5.5,Carroll County,KY,94.5
1013,CN2104300000000,21,43,2015,"9,929","8,937",992,10,Carter County,KY,90
1014,CN2104500000000,21,45,2015,"6,504","6,133",371,5.7,Casey County,KY,94.3
1015,CN2104700000000,21,47,2015,"24,932","23,368","1,564",6.3,Christian County,KY,93.7
1016,CN2104900000000,21,49,2015,"16,870","16,002",868,5.1,Clark County,KY,94.9
1017,CN2105100000000,21,51,2015,"5,282","4,775",507,9.6,Clay County,KY,90.4
1018,CN2105300000000,21,53,2015,"3,791","3,477",314,8.3,Clinton County,KY,91.7
1019,CN2105500000000,21,55,2015,"3,717","3,513",204,5.5,Crittenden County,KY,94.5
1020,CN2105700000000,21,57,2015,"2,866","2,696",170,5.9,Cumberland County,KY,94.1
1021,CN2105900000000,21,59,2015,"45,598","43,527","2,071",4.5,Daviess County,KY,95.5
1022,CN2106100000000,21,61,2015,"4,680","4,355",325,6.9,Edmonson County,KY,93.1
1023,CN2106300000000,21,63,2015,"2,036","1,829",207,10.2,Elliott County,KY,89.8
1024,CN2106500000000,21,65,2015,"5,192","4,874",318,6.1,Estill County,KY,93.9
1025,CN2106700000000,21,67,2015,"167,924","161,561","6,363",3.8,Fayette County,KY,96.2
1026,CN2106900000000,21,69,2015,"6,071","5,691",380,6.3,Fleming County,KY,93.7
1027,CN2107100000000,21,71,2015,"11,551","10,468","1,083",9.4,Floyd County,KY,90.6
1028,CN2107300000000,21,73,2015,"24,316","23,294","1,022",4.2,Franklin County,KY,95.8
1029,CN2107500000000,21,75,2015,"2,062","1,905",157,7.6,Fulton County,KY,92.4
1030,CN2107700000000,21,77,2015,"3,842","3,646",196,5.1,Gallatin County,KY,94.9
1031,CN2107900000000,21,79,2015,"7,492","7,109",383,5.1,Garrard County,KY,94.9
1032,CN2108100000000,21,81,2015,"11,085","10,503",582,5.3,Grant County,KY,94.7
1033,CN2108300000000,21,83,2015,"15,113","14,184",929,6.1,Graves County,KY,93.9
1034,CN2108500000000,21,85,2015,"10,502","9,804",698,6.6,Grayson County,KY,93.4
1035,CN2108700000000,21,87,2015,"4,963","4,701",262,5.3,Green County,KY,94.7
1036,CN2108900000000,21,89,2015,"13,737","12,703","1,034",7.5,Greenup County,KY,92.5
1037,CN2109100000000,21,91,2015,"3,888","3,697",191,4.9,Hancock County,KY,95.1
1038,CN2109300000000,21,93,2015,"46,591","44,310","2,281",4.9,Hardin County,KY,95.1
1039,CN2109500000000,21,95,2015,"6,985","6,107",878,12.6,Harlan County,KY,87.4
1040,CN2109700000000,21,97,2015,"8,321","7,939",382,4.6,Harrison County,KY,95.4
1041,CN2109900000000,21,99,2015,"7,665","7,275",390,5.1,Hart County,KY,94.9
1042,CN2110100000000,21,101,2015,"21,415","20,394","1,021",4.8,Henderson County,KY,95.2
1043,CN2110300000000,21,103,2015,"7,660","7,309",351,4.6,Henry County,KY,95.4
1044,CN2110500000000,21,105,2015,"1,926","1,810",116,6,Hickman County,KY,94
1045,CN2110700000000,21,107,2015,"19,114","18,028","1,086",5.7,Hopkins County,KY,94.3
1046,CN2110900000000,21,109,2015,"4,188","3,818",370,8.8,Jackson County,KY,91.2
1047,CN2111100000000,21,111,2015,"377,461","359,625","17,836",4.7,Jefferson County,KY,95.3
1048,CN2111300000000,21,113,2015,"25,263","24,218","1,045",4.1,Jessamine County,KY,95.9
1049,CN2111500000000,21,115,2015,"7,158","6,531",627,8.8,Johnson County,KY,91.2
1050,CN2111700000000,21,117,2015,"83,262","79,629","3,633",4.4,Kenton County,KY,95.6
1051,CN2111900000000,21,119,2015,"4,709","4,232",477,10.1,Knott County,KY,89.9
1052,CN2112100000000,21,121,2015,"9,730","8,940",790,8.1,Knox County,KY,91.9
1053,CN2112300000000,21,123,2015,"5,858","5,563",295,5,Larue County,KY,95
1054,CN2112500000000,21,125,2015,"23,379","21,933","1,446",6.2,Laurel County,KY,93.8
1055,CN2112700000000,21,127,2015,"4,969","4,499",470,9.5,Lawrence County,KY,90.5
1056,CN2112900000000,21,129,2015,"1,974","1,804",170,8.6,Lee County,KY,91.4
1057,CN2113100000000,21,131,2015,"2,867","2,550",317,11.1,Leslie County,KY,88.9
1058,CN2113300000000,21,133,2015,"6,603","5,843",760,11.5,Letcher County,KY,88.5
1059,CN2113500000000,21,135,2015,"4,789","4,368",421,8.8,Lewis County,KY,91.2
1060,CN2113700000000,21,137,2015,"9,031","8,428",603,6.7,Lincoln County,KY,93.3
1061,CN2113900000000,21,139,2015,"3,678","3,416",262,7.1,Livingston County,KY,92.9
1062,CN2114100000000,21,141,2015,"11,448","10,903",545,4.8,Logan County,KY,95.2
1063,CN2114300000000,21,143,2015,"2,864","2,701",163,5.7,Lyon County,KY,94.3
1064,CN2114500000000,21,145,2015,"28,732","27,102","1,630",5.7,McCracken County,KY,94.3
1065,CN2114700000000,21,147,2015,"4,633","4,243",390,8.4,McCreary County,KY,91.6
1066,CN2114900000000,21,149,2015,"4,255","4,049",206,4.8,McLean County,KY,95.2
1067,CN2115100000000,21,151,2015,"45,192","43,268","1,924",4.3,Madison County,KY,95.7
1068,CN2115300000000,21,153,2015,"3,322","2,803",519,15.6,Magoffin County,KY,84.4
1069,CN2115500000000,21,155,2015,"9,118","8,674",444,4.9,Marion County,KY,95.1
1070,CN2115700000000,21,157,2015,"14,807","13,986",821,5.5,Marshall County,KY,94.5
1071,CN2115900000000,21,159,2015,"3,085","2,779",306,9.9,Martin County,KY,90.1
1072,CN2116100000000,21,161,2015,"7,286","6,842",444,6.1,Mason County,KY,93.9
1073,CN2116300000000,21,163,2015,"11,785","11,136",649,5.5,Meade County,KY,94.5
1074,CN2116500000000,21,165,2015,"2,353","2,152",201,8.5,Menifee County,KY,91.5
1075,CN2116700000000,21,167,2015,"9,675","9,192",483,5,Mercer County,KY,95
1076,CN2116900000000,21,169,2015,"4,020","3,813",207,5.1,Metcalfe County,KY,94.9
1077,CN2117100000000,21,171,2015,"4,491","4,295",196,4.4,Monroe County,KY,95.6
1078,CN2117300000000,21,173,2015,"11,705","10,943",762,6.5,Montgomery County,KY,93.5
1079,CN2117500000000,21,175,2015,"4,405","4,042",363,8.2,Morgan County,KY,91.8
1080,CN2117700000000,21,177,2015,"11,503","10,677",826,7.2,Muhlenberg County,KY,92.8
1081,CN2117900000000,21,179,2015,"21,016","19,963","1,053",5,Nelson County,KY,95
1082,CN2118100000000,21,181,2015,"3,175","2,978",197,6.2,Nicholas County,KY,93.8
1083,CN2118300000000,21,183,2015,"9,307","8,720",587,6.3,Ohio County,KY,93.7
1084,CN2118500000000,21,185,2015,"30,938","29,747","1,191",3.8,Oldham County,KY,96.2
1085,CN2118700000000,21,187,2015,"5,370","5,150",220,4.1,Owen County,KY,95.9
1086,CN2118900000000,21,189,2015,"1,137","1,023",114,10,Owsley County,KY,90
1087,CN2119100000000,21,191,2015,"6,672","6,321",351,5.3,Pendleton County,KY,94.7
1088,CN2119300000000,21,193,2015,"8,799","8,007",792,9,Perry County,KY,91
1089,CN2119500000000,21,195,2015,"20,842","18,924","1,918",9.2,Pike County,KY,90.8
1090,CN2119700000000,21,197,2015,"4,857","4,516",341,7,Powell County,KY,93
1091,CN2119900000000,21,199,2015,"25,444","23,956","1,488",5.8,Pulaski County,KY,94.2
1092,CN2120100000000,21,201,2015,781,730,51,6.5,Robertson County,KY,93.5
1093,CN2120300000000,21,203,2015,"6,872","6,438",434,6.3,Rockcastle County,KY,93.7
1094,CN2120500000000,21,205,2015,"10,290","9,685",605,5.9,Rowan County,KY,94.1
1095,CN2120700000000,21,207,2015,"6,140","5,425",715,11.6,Russell County,KY,88.4
1096,CN2120900000000,21,209,2015,"26,918","25,868","1,050",3.9,Scott County,KY,96.1
1097,CN2121100000000,21,211,2015,"22,897","21,987",910,4,Shelby County,KY,96
1098,CN2121300000000,21,213,2015,"8,322","7,928",394,4.7,Simpson County,KY,95.3
1099,CN2121500000000,21,215,2015,"9,258","8,867",391,4.2,Spencer County,KY,95.8
1100,CN2121700000000,21,217,2015,"11,773","11,072",701,6,Taylor County,KY,94
1101,CN2121900000000,21,219,2015,"5,230","4,980",250,4.8,Todd County,KY,95.2
1102,CN2122100000000,21,221,2015,"5,724","5,401",323,5.6,Trigg County,KY,94.4
1103,CN2122300000000,21,223,2015,"3,841","3,627",214,5.6,Trimble County,KY,94.4
1104,CN2122500000000,21,225,2015,"6,126","5,716",410,6.7,Union County,KY,93.3
1105,CN2122700000000,21,227,2015,"59,464","56,834","2,630",4.4,Warren County,KY,95.6
1106,CN2122900000000,21,229,2015,"5,954","5,691",263,4.4,Washington County,KY,95.6
1107,CN2123100000000,21,231,2015,"7,028","6,461",567,8.1,Wayne County,KY,91.9
1108,CN2123300000000,21,233,2015,"5,958","5,650",308,5.2,Webster County,KY,94.8
1109,CN2123500000000,21,235,2015,"13,117","12,235",882,6.7,Whitley County,KY,93.3
1110,CN2123700000000,21,237,2015,"1,908","1,716",192,10.1,Wolfe County,KY,89.9
1111,CN2123900000000,21,239,2015,"14,375","13,876",499,3.5,Woodford County,KY,96.5
1112,CN2200100000000,22,1,2015,"25,710","23,962","1,748",6.8,Acadia Parish,LA,93.2
1113,CN2200300000000,22,3,2015,"8,788","8,181",607,6.9,Allen Parish,LA,93.1
1114,CN2200500000000,22,5,2015,"61,401","58,319","3,082",5,Ascension Parish,LA,95
1115,CN2200700000000,22,7,2015,"9,760","8,997",763,7.8,Assumption Parish,LA,92.2
1116,CN2200900000000,22,9,2015,"15,896","14,710","1,186",7.5,Avoyelles Parish,LA,92.5
1117,CN2201100000000,22,11,2015,"15,132","14,179",953,6.3,Beauregard Parish,LA,93.7
1118,CN2201300000000,22,13,2015,"5,779","5,302",477,8.3,Bienville Parish,LA,91.7
1119,CN2201500000000,22,15,2015,"57,945","54,695","3,250",5.6,Bossier Parish,LA,94.4
1120,CN2201700000000,22,17,2015,"109,831","102,042","7,789",7.1,Caddo Parish,LA,92.9
1121,CN2201900000000,22,19,2015,"98,809","93,523","5,286",5.3,Calcasieu Parish,LA,94.7
1122,CN2202100000000,22,21,2015,"4,010","3,679",331,8.3,Caldwell Parish,LA,91.7
1123,CN2202300000000,22,23,2015,"3,653","3,484",169,4.6,Cameron Parish,LA,95.4
1124,CN2202500000000,22,25,2015,"3,599","3,255",344,9.6,Catahoula Parish,LA,90.4
1125,CN2202700000000,22,27,2015,"6,161","5,713",448,7.3,Claiborne Parish,LA,92.7
1126,CN2202900000000,22,29,2015,"7,511","6,863",648,8.6,Concordia Parish,LA,91.4
1127,CN2203100000000,22,31,2015,"11,030","10,158",872,7.9,De Soto Parish,LA,92.1
1128,CN2203300000000,22,33,2015,"234,153","221,537","12,616",5.4,East Baton Rouge Parish,LA,94.6
1129,CN2203500000000,22,35,2015,"2,206","1,897",309,14,East Carroll Parish,LA,86
1130,CN2203700000000,22,37,2015,"8,178","7,695",483,5.9,East Feliciana Parish,LA,94.1
1131,CN2203900000000,22,39,2015,"12,934","11,967",967,7.5,Evangeline Parish,LA,92.5
1132,CN2204100000000,22,41,2015,"7,489","6,768",721,9.6,Franklin Parish,LA,90.4
1133,CN2204300000000,22,43,2015,"8,438","7,825",613,7.3,Grant Parish,LA,92.7
1134,CN2204500000000,22,45,2015,"31,693","29,138","2,555",8.1,Iberia Parish,LA,91.9
1135,CN2204700000000,22,47,2015,"14,347","13,305","1,042",7.3,Iberville Parish,LA,92.7
1136,CN2204900000000,22,49,2015,"7,226","6,796",430,6,Jackson Parish,LA,94
1137,CN2205100000000,22,51,2015,"218,574","206,102","12,472",5.7,Jefferson Parish,LA,94.3
1138,CN2205300000000,22,53,2015,"13,543","12,709",834,6.2,Jefferson Davis Parish,LA,93.8
1139,CN2205500000000,22,55,2015,"119,603","112,863","6,740",5.6,Lafayette Parish,LA,94.4
1140,CN2205700000000,22,57,2015,"46,446","43,950","2,496",5.4,Lafourche Parish,LA,94.6
1141,CN2205900000000,22,59,2015,"6,580","6,128",452,6.9,LaSalle Parish,LA,93.1
1142,CN2206100000000,22,61,2015,"20,974","19,518","1,456",6.9,Lincoln Parish,LA,93.1
1143,CN2206300000000,22,63,2015,"68,016","64,556","3,460",5.1,Livingston Parish,LA,94.9
1144,CN2206500000000,22,65,2015,"3,887","3,528",359,9.2,Madison Parish,LA,90.8
1145,CN2206700000000,22,67,2015,"10,773","9,597","1,176",10.9,Morehouse Parish,LA,89.1
1146,CN2206900000000,22,69,2015,"16,501","15,256","1,245",7.5,Natchitoches Parish,LA,92.5
1147,CN2207100000000,22,71,2015,"181,288","169,564","11,724",6.5,Orleans Parish,LA,93.5
1148,CN2207300000000,22,73,2015,"71,983","67,230","4,753",6.6,Ouachita Parish,LA,93.4
1149,CN2207500000000,22,75,2015,"10,286","9,714",572,5.6,Plaquemines Parish,LA,94.4
1150,CN2207700000000,22,77,2015,"10,085","9,423",662,6.6,Pointe Coupee Parish,LA,93.4
1151,CN2207900000000,22,79,2015,"57,958","54,240","3,718",6.4,Rapides Parish,LA,93.6
1152,CN2208100000000,22,81,2015,"3,900","3,632",268,6.9,Red River Parish,LA,93.1
1153,CN2208300000000,22,83,2015,"8,628","7,879",749,8.7,Richland Parish,LA,91.3
1154,CN2208500000000,22,85,2015,"9,439","8,769",670,7.1,Sabine Parish,LA,92.9
1155,CN2208700000000,22,87,2015,"19,641","18,354","1,287",6.6,St. Bernard Parish,LA,93.4
1156,CN2208900000000,22,89,2015,"25,511","24,062","1,449",5.7,St. Charles Parish,LA,94.3
1157,CN2209100000000,22,91,2015,"4,511","4,104",407,9,St. Helena Parish,LA,91
1158,CN2209300000000,22,93,2015,"9,763","8,942",821,8.4,St. James Parish,LA,91.6
1159,CN2209500000000,22,95,2015,"20,293","18,786","1,507",7.4,St. John the Baptist Parish,LA,92.6
